Classification;Year;Period;Period Desc.;Aggregate Level;Is Leaf Code;Trade Flow Code;Trade Flow;Reporter Code;Reporter;Reporter ISO;Partner Code;Partner;Partner ISO;Commodity Code;Commodity;Qty Unit Code;Qty Unit;Qty;Netweight (kg);Gross weight (kg);Trade Value (US$);Flag
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;170142731;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;203965910;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;793602724;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;770673176;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;59258502;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;32;Tanning or dyeing extracts tannins and their derivatives dyes, pigments and other colouring matter paints, varnishes putty, other mastics inks;1;No Quantity;;;;29555687;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;376448883;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;68379587;0
H4;2014;2014;2014;2;0;3;Re-Export;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;885412;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;1395465994;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;409772870;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;860098287;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;795156421;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;51482359;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;33094538;0
H4;2014;2014;2014;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;701442;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;377665687;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;49146126;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;1275230374;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;347571202;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;827215154;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;672460703;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;49112293;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;25522913;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;414745645;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;56792166;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;1182002212;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;365988123;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;773730037;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;673543899;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;51423765;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;33;Essential oils and resinoids perfumery, cosmetic or toilet preparations;1;No Quantity;;;;21928527;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;155180702;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;33183618;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;462160543;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;228650800;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;625465812;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;296776321;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;23612537;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;11876958;0
H4;2014;2014;2014;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;19559;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;178231362;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;30475146;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;427151563;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;199487354;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;637601207;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;207708478;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;22507283;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;12228779;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;180913402;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;38753137;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;397345720;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;199089718;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;450320597;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;180045007;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;20013849;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;34;Soap, organic surface-active agents washing, lubricating, polishing or scouring preparations artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster;1;No Quantity;;;;12136210;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;30493914;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;10793887;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;99404961;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;33636312;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;225252679;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;76109023;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;2006949;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;4565644;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;27341349;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;13260124;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;88035135;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;34279647;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;206383451;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;68720041;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;1171767;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;7351788;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;26173388;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;15537879;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;73401695;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;31341037;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;207778169;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;59175020;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;1219093;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;35;Albuminoidal substances modified starches glues enzymes;1;No Quantity;;;;5738302;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;29294605;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;166274;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;3951441;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;3954421;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;1641865;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;8101379;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;276022;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;67257;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;35378378;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;25086;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;10600787;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;8181468;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;37188963;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;11256240;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;223839;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;2432224;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;29999101;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;57051;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;2663206;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;4055406;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;524202;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;6620426;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;197263;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;36;Explosives pyrotechnic products matches pyrophoric alloys certain combustible preparations;1;No Quantity;;;;13831;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;8787947;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;55254083;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;11832017;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;19712277;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;131148969;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;75566050;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;100000;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;14696603;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;6567492;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;44387059;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;6572803;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;13701041;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;112938936;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;54464717;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;66712;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;4315104;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;4210462;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;37;Photographic or cinematographic goods;1;No Quantity;;;;31017879;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;4317841;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;37;Photographic or cinematographic goods;1;No Quantity;;;;11021996;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;92865695;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;37;Photographic or cinematographic goods;1;No Quantity;;;;52786051;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;118283;0
H4;2016;2016;2016;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;37;Photographic or cinematographic goods;1;No Quantity;;;;2137168;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;201053924;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;247426840;0
H4;2014;2014;2014;2;0;3;Re-Export;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;536443;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;38;Chemical products n.e.c.;1;No Quantity;;;;850378434;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;38;Chemical products n.e.c.;1;No Quantity;;;;444988388;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;38;Chemical products n.e.c.;1;No Quantity;;;;1207221529;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;38;Chemical products n.e.c.;1;No Quantity;;;;1520883774;0
H4;2014;2014;2014;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;38;Chemical products n.e.c.;1;No Quantity;;;;68185307;0
H4;2014;2014;2014;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;38;Chemical products n.e.c.;1;No Quantity;;;;119750237;0
H4;2014;2014;2014;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;38;Chemical products n.e.c.;1;No Quantity;;;;199902;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;208639452;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;249165153;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;38;Chemical products n.e.c.;1;No Quantity;;;;812211439;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;38;Chemical products n.e.c.;1;No Quantity;;;;440123133;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;38;Chemical products n.e.c.;1;No Quantity;;;;1072564470;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;38;Chemical products n.e.c.;1;No Quantity;;;;1340728621;0
H4;2015;2015;2015;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;38;Chemical products n.e.c.;1;No Quantity;;;;60330211;0
H4;2015;2015;2015;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;38;Chemical products n.e.c.;1;No Quantity;;;;64784052;0
H4;2016;2016;2016;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;38;Chemical products n.e.c.;1;No Quantity;;;;193068727;0
