Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2016;Import;United Kingdom;GBR;China;CHN;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;741984
2016;Export;United Kingdom;GBR;China;CHN;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;294726
2016;Import;United Kingdom;GBR;France;FRA;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;8671137
2016;Export;United Kingdom;GBR;France;FRA;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;2342117
2016;Import;United Kingdom;GBR;Germany;DEU;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;38421703
2016;Export;United Kingdom;GBR;Germany;DEU;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;2800439
2016;Import;United Kingdom;GBR;India;IND;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;5404590
2016;Export;United Kingdom;GBR;India;IND;Trees and other plants, live bulbs, roots and the like cut flowers and ornamental foliage;758357
2014;Import;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;79855361
2014;Export;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;5329452
2014;Re-Export;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;19471
2014;Import;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;222870684
2014;Export;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;20953275
2014;Import;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;129865615
2014;Export;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;16029059
2014;Import;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;46345856
2014;Export;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;14360
2015;Import;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;79969124
2015;Export;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;4366227
2015;Import;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;220197012
2015;Export;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;18072341
2015;Import;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;132012922
2015;Export;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;17294191
2015;Import;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;46853833
2015;Export;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;79073
2016;Import;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;93570477
2016;Export;United Kingdom;GBR;China;CHN;Vegetables and certain roots and tubers edible;5223596
2016;Import;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;204649195
2016;Export;United Kingdom;GBR;France;FRA;Vegetables and certain roots and tubers edible;22478092
2016;Import;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;164148606
2016;Export;United Kingdom;GBR;Germany;DEU;Vegetables and certain roots and tubers edible;17725955
2016;Import;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;50947905
2016;Export;United Kingdom;GBR;India;IND;Vegetables and certain roots and tubers edible;34328
2014;Import;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;63046650
2014;Export;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;207507
2014;Import;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;273549763
2014;Export;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;25387428
2014;Import;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;313996896
2014;Export;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;33452255
2014;Import;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;75547109
2014;Export;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;189877
2015;Import;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;45052091
2015;Export;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;811051
2015;Import;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;242886590
2015;Export;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;35040641
2015;Import;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;349490369
2015;Export;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;29455389
2015;Import;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;57958202
2015;Export;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;54953
2016;Import;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;45552729
2016;Export;United Kingdom;GBR;China;CHN;Fruit and nuts, edible peel of citrus fruit or melons;681435
2016;Import;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;258879262
2016;Export;United Kingdom;GBR;France;FRA;Fruit and nuts, edible peel of citrus fruit or melons;43721801
2016;Import;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;389274571
2016;Export;United Kingdom;GBR;Germany;DEU;Fruit and nuts, edible peel of citrus fruit or melons;21085552
2016;Import;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;67024319
2016;Export;United Kingdom;GBR;India;IND;Fruit and nuts, edible peel of citrus fruit or melons;89074
2014;Import;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;66650388
2014;Export;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;6869960
2014;Import;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;106746936
2014;Export;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;65913225
2014;Import;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;86110317
2014;Export;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;67771434
2014;Import;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;138167619
2014;Export;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;1204932
2014;Re-Export;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;16
2015;Import;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;55327747
2015;Export;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;7658524
2015;Import;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;146184189
2015;Export;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;73192681
2015;Import;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;121881964
2015;Export;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;41424993
2015;Import;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;145100405
2015;Export;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;658056
2016;Import;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;45605573
2016;Export;United Kingdom;GBR;China;CHN;Coffee, tea, mate and spices;8764100
2016;Import;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;137626328
2016;Export;United Kingdom;GBR;France;FRA;Coffee, tea, mate and spices;79840617
2016;Import;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;127450278
2016;Export;United Kingdom;GBR;Germany;DEU;Coffee, tea, mate and spices;30217710
2016;Import;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;137094919
2016;Export;United Kingdom;GBR;India;IND;Coffee, tea, mate and spices;1031306
2014;Import;United Kingdom;GBR;China;CHN;Cereals;1712851
2014;Export;United Kingdom;GBR;China;CHN;Cereals;156839
2014;Import;United Kingdom;GBR;France;FRA;Cereals;293667723
2014;Export;United Kingdom;GBR;France;FRA;Cereals;28867205
2014;Import;United Kingdom;GBR;Germany;DEU;Cereals;168605221
2014;Export;United Kingdom;GBR;Germany;DEU;Cereals;43813871
2014;Import;United Kingdom;GBR;India;IND;Cereals;185386648
2014;Export;United Kingdom;GBR;India;IND;Cereals;26722
2015;Import;United Kingdom;GBR;China;CHN;Cereals;2032482
2015;Export;United Kingdom;GBR;China;CHN;Cereals;828867
2015;Import;United Kingdom;GBR;France;FRA;Cereals;254074998
2015;Export;United Kingdom;GBR;France;FRA;Cereals;21229580
2015;Import;United Kingdom;GBR;Germany;DEU;Cereals;103138563
2015;Export;United Kingdom;GBR;Germany;DEU;Cereals;37399726
2015;Import;United Kingdom;GBR;India;IND;Cereals;187740478
2015;Export;United Kingdom;GBR;India;IND;Cereals;33367
2016;Import;United Kingdom;GBR;China;CHN;Cereals;1701640
2016;Export;United Kingdom;GBR;China;CHN;Cereals;960060
2016;Import;United Kingdom;GBR;France;FRA;Cereals;189167638
2016;Export;United Kingdom;GBR;France;FRA;Cereals;49843932
2016;Import;United Kingdom;GBR;Germany;DEU;Cereals;70755010
2016;Export;United Kingdom;GBR;Germany;DEU;Cereals;33256531
2016;Import;United Kingdom;GBR;India;IND;Cereals;114030326
2016;Export;United Kingdom;GBR;India;IND;Cereals;15667
2014;Import;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1091666
2014;Export;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1547893
2014;Import;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;67349395
2014;Export;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;27442914
2014;Import;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;103956993
2014;Export;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;14028259
2014;Import;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;9003938
2014;Export;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;1078933
2015;Import;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1210279
2015;Export;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1874726
2015;Import;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;58465345
2015;Export;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;26146504
2015;Import;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;92483732
2015;Export;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;10578627
2015;Import;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;9006770
2015;Export;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;1899375
2016;Import;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1249719
2016;Export;United Kingdom;GBR;China;CHN;Products of the milling industry malt, starches, inulin, wheat gluten;1386476
2016;Import;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;54530024
2016;Export;United Kingdom;GBR;France;FRA;Products of the milling industry malt, starches, inulin, wheat gluten;26069325
2016;Import;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;84931800
2016;Export;United Kingdom;GBR;Germany;DEU;Products of the milling industry malt, starches, inulin, wheat gluten;11233170
2016;Import;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;10415235
2016;Export;United Kingdom;GBR;India;IND;Products of the milling industry malt, starches, inulin, wheat gluten;2500448
2014;Import;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;64072994
2014;Export;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;421187
2014;Import;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;53341089
2014;Export;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;43395447
2014;Import;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;72376716
2014;Export;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;71045642
2014;Import;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;30405163
2014;Export;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;706597
2015;Import;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;75912260
2015;Export;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;269973
2015;Import;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;69381162
2015;Export;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;28646147
2015;Import;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;66894586
2015;Export;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;43810929
2015;Import;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;26553890
2015;Export;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;306414
2016;Import;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;65455575
2016;Export;United Kingdom;GBR;China;CHN;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;167370
2016;Import;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;38629693
2016;Export;United Kingdom;GBR;France;FRA;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;24569081
2016;Import;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;69976295
2016;Export;United Kingdom;GBR;Germany;DEU;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;73528038
2016;Import;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;19226499
2016;Export;United Kingdom;GBR;India;IND;Oil seeds and oleaginous fruits miscellaneous grains, seeds and fruit, industrial or medicinal plants straw and fodder;91437
2014;Import;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;14378508
2014;Export;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;1797871
2014;Import;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;28464382
2014;Export;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;8692219
2014;Import;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;31387268
2014;Export;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;17528965
2014;Import;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;18490576
2014;Export;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;745558
2015;Import;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;13436512
2015;Export;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;1592719
2015;Import;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;24416025
2015;Export;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;9721094
2015;Import;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;33552803
2015;Export;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;16210196
2015;Import;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;18655645
2015;Export;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;254321
2016;Import;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;15586828
2016;Export;United Kingdom;GBR;China;CHN;Lac gums, resins and other vegetable saps and extracts;1171706
2016;Import;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;19202397
2016;Export;United Kingdom;GBR;France;FRA;Lac gums, resins and other vegetable saps and extracts;8583343
2016;Import;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;36853400
2016;Export;United Kingdom;GBR;Germany;DEU;Lac gums, resins and other vegetable saps and extracts;17017609
2016;Import;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;16519928
2016;Export;United Kingdom;GBR;India;IND;Lac gums, resins and other vegetable saps and extracts;156103
2014;Import;United Kingdom;GBR;China;CHN;Vegetable plaiting materials vegetable products not elsewhere specified or included;8105412
2014;Import;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;1270987
2014;Export;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;94127
2014;Import;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;141349
2014;Export;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;1107692
2014;Import;United Kingdom;GBR;India;IND;Vegetable plaiting materials vegetable products not elsewhere specified or included;1130809
2014;Export;United Kingdom;GBR;India;IND;Vegetable plaiting materials vegetable products not elsewhere specified or included;13749
2015;Import;United Kingdom;GBR;China;CHN;Vegetable plaiting materials vegetable products not elsewhere specified or included;9840489
2015;Import;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;505043
2015;Export;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;87121
2015;Import;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;598546
2015;Export;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;1166647
2015;Import;United Kingdom;GBR;India;IND;Vegetable plaiting materials vegetable products not elsewhere specified or included;2241579
2016;Import;United Kingdom;GBR;China;CHN;Vegetable plaiting materials vegetable products not elsewhere specified or included;7457044
2016;Import;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;548122
2016;Export;United Kingdom;GBR;France;FRA;Vegetable plaiting materials vegetable products not elsewhere specified or included;596671
2016;Import;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;221814
2016;Export;United Kingdom;GBR;Germany;DEU;Vegetable plaiting materials vegetable products not elsewhere specified or included;3166399
2016;Import;United Kingdom;GBR;India;IND;Vegetable plaiting materials vegetable products not elsewhere specified or included;1684310
2014;Import;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;12797722
2014;Export;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;1751231
2014;Import;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;188238945
2014;Export;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;48016339
2014;Import;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;222249620
2014;Export;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;146097269
2014;Import;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;17298541
2014;Export;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;1265759
2015;Import;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;24809907
2015;Export;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;1799478
2015;Import;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;175633772
2015;Export;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;39837168
2015;Import;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;174962327
2015;Export;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;93961264
2015;Import;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;25085210
2015;Export;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;1168096
2016;Import;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;13445206
2016;Export;United Kingdom;GBR;China;CHN;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;6068178
2016;Import;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;159674202
2016;Export;United Kingdom;GBR;France;FRA;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;38802755
2016;Import;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;120283226
2016;Export;United Kingdom;GBR;Germany;DEU;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;80074807
2016;Import;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;18349916
2016;Export;United Kingdom;GBR;India;IND;Animal or vegetable fats and oils and their cleavage products prepared animal fats animal or vegetable waxes;1139545
2014;Import;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;73297721
2014;Export;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;3114296
2014;Import;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;143834979
2014;Export;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;37011729
2014;Import;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;534316633
2014;Export;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;31260197
2014;Import;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;15048070
2014;Export;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;11898
2015;Import;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;49799967
2015;Export;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;1376389
2015;Import;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;154538232
2015;Export;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;31521147
2015;Import;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;500826572
2015;Export;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;34618375
2015;Import;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;14651910
2015;Export;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;12972
2016;Import;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;39882787
2016;Export;United Kingdom;GBR;China;CHN;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;3468111
2016;Import;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;160631678
2016;Export;United Kingdom;GBR;France;FRA;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;27013267
2016;Import;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;502763989
2016;Export;United Kingdom;GBR;Germany;DEU;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;19825763
2016;Import;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;13079144
2016;Export;United Kingdom;GBR;India;IND;Meat, fish or crustaceans, molluscs or other aquatic invertebrates preparations thereof;266995
2014;Import;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;32054623
2014;Export;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;1411632
2014;Import;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;335857342
2014;Export;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;72476623
2014;Import;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;213298847
2014;Export;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;48658148
2014;Import;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;15501365
2014;Export;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;430309
2015;Import;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;30148485
2015;Export;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;1546173
2015;Import;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;280026738
2015;Export;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;59997515
2015;Import;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;178891953
2015;Export;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;43214567
2015;Import;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;15403551
2015;Export;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;1278540
2016;Import;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;24204468
2016;Export;United Kingdom;GBR;China;CHN;Sugars and sugar confectionery;1217913
2016;Import;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;190059112
2016;Export;United Kingdom;GBR;France;FRA;Sugars and sugar confectionery;29972470
2016;Import;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;141434074
2016;Export;United Kingdom;GBR;Germany;DEU;Sugars and sugar confectionery;40948916
2016;Import;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;5507145
2016;Export;United Kingdom;GBR;India;IND;Sugars and sugar confectionery;910109
2014;Import;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;16757078
