Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2016;Export;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3218775461
2016;Import;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;370306195
2016;Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;357558246
2014;Import;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;49669291
2014;Export;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;24475836
2014;Import;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;53752249
2014;Export;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;18076514
2014;Import;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;289703522
2014;Export;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;54390843
2014;Import;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;3667312
2014;Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;4627055
2014;Re-Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;4716
2015;Import;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;35487593
2015;Export;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;29336499
2015;Import;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;38508762
2015;Export;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;23239753
2015;Import;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;217885706
2015;Export;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;59464990
2015;Import;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;2984391
2015;Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;3979561
2016;Import;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;30920484
2016;Export;United Kingdom;GBR;China;CHN;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;20976024
2016;Import;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;54377924
2016;Export;United Kingdom;GBR;France;FRA;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;23970201
2016;Import;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;647039741
2016;Export;United Kingdom;GBR;Germany;DEU;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;61992255
2016;Import;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;3187414
2016;Export;United Kingdom;GBR;India;IND;Railway, tramway locomotives, rolling-stock and parts thereof railway or tramway track fixtures and fittings and parts thereof mechanical (including electro-mechanical) traffic signalling equipment of all kinds;5124345
2014;Import;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1106875108
2014;Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;9333686633
2014;Re-Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;457003
2014;Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5535621907
2014;Export;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1916927615
2014;Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;31258362170
2014;Export;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4317514440
2014;Import;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;564090225
2014;Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;113633378
2014;Re-Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;771663
2015;Import;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1101328683
2015;Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5811227828
2015;Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5758155657
2015;Export;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1908643262
2015;Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;30980748436
2015;Export;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4359057237
2015;Import;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;315593931
2015;Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;99384575
2016;Import;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;1054235456
2016;Export;United Kingdom;GBR;China;CHN;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;5013645274
2016;Import;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4787173874
2016;Export;United Kingdom;GBR;France;FRA;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;2093019358
2016;Import;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;27734982486
2016;Export;United Kingdom;GBR;Germany;DEU;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;4892562356
2016;Import;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;319150731
2016;Export;United Kingdom;GBR;India;IND;Vehicles other than railway or tramway rolling stock, and parts and accessories thereof;117967340
2014;Import;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;92269210
2014;Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;222099918
2014;Re-Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;4844791
2014;Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;2888868069
2014;Export;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;3340800016
2014;Import;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;1134378416
2014;Export;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;3737128392
2014;Import;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;100943547
2014;Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;241459387
2014;Re-Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;1017110
2015;Import;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;101416836
2015;Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;246675827
2015;Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;1738284738
2015;Export;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;3439669980
2015;Import;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;1908089854
2015;Export;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;5311495459
2015;Import;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;73121891
2015;Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;329897345
2016;Import;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;113535468
2016;Export;United Kingdom;GBR;China;CHN;Aircraft, spacecraft and parts thereof;207119611
2016;Import;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;2791941028
2016;Export;United Kingdom;GBR;France;FRA;Aircraft, spacecraft and parts thereof;4080860145
2016;Import;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;1653885981
2016;Export;United Kingdom;GBR;Germany;DEU;Aircraft, spacecraft and parts thereof;4763643507
2016;Import;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;106820159
2016;Export;United Kingdom;GBR;India;IND;Aircraft, spacecraft and parts thereof;171967243
2014;Import;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;24267202
2014;Export;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;9163476
2014;Import;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;85288097
2014;Export;United Kingdom;GBR;France;FRA;Ships, boats and floating structures;95862931
2014;Import;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;635140988
2014;Export;United Kingdom;GBR;Germany;DEU;Ships, boats and floating structures;20813224
2014;Import;United Kingdom;GBR;India;IND;Ships, boats and floating structures;13253
2014;Export;United Kingdom;GBR;India;IND;Ships, boats and floating structures;13832666
2014;Re-Export;United Kingdom;GBR;India;IND;Ships, boats and floating structures;292557
2015;Import;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;25740858
2015;Export;United Kingdom;GBR;China;CHN;Ships, boats and floating structures;9733485
